tweet_id,sentiment,content,mapped_sentiment,tokens
1960447564,neutral,@hollypop04 mmm  Where is it Holly?,neutral,"['mmm', 'where', 'is', 'it', 'holly']"
1960447670,sadness,Hope ur all havin a nice Friday! Been feeling down this past week since my dog's passing...,sad,"['hope', 'ur', 'all', 'havin', 'a', 'nice', 'friday', 'been', 'feeling', 'down', 'this', 'past', 'week', 'since', 'my', 'dog', 'passing']"
1960448322,sadness,"*sigh* my @ubank USB died on my this afternoon. R.I.P, you will be missed! I hadn't even had the chance to parade you around yet",sad,"['sigh', 'my', 'ubank', 'usb', 'died', 'on', 'my', 'this', 'afternoon', 'you', 'will', 'be', 'missed', 'i', 'had', 'even', 'had', 'the', 'chance', 'to', 'parade', 'you', 'around', 'yet']"
1960448597,sadness,Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,sad,"['anyone', 'ever', 'had', 'that', 'heavy', 'feeling', 'of', 'sadness', 'in', 'their', 'hearts', 'thats', 'my', 'case', 'rite', 'now']"
1960449301,sadness,Lmao i come on mad replies im like damn im missed ... Damn follow friday lmao so im still not important or missed,sad,"['lmao', 'i', 'come', 'on', 'mad', 'replies', 'im', 'like', 'damn', 'im', 'missed', 'damn', 'follow', 'friday', 'lmao', 'so', 'im', 'still', 'not', 'important', 'or', 'missed']"
1960449455,neutral,Well that exam rocked...one more to go - the one we've all been dreading! Bit of revision tonight before work tomorrow,neutral,"['well', 'that', 'exam', 'rocked', 'one', 'more', 'to', 'go', 'the', 'one', 'we', 'all', 'been', 'dreading', 'bit', 'of', 'revision', 'tonight', 'before', 'work', 'tomorrow']"
1960450455,neutral,I feel like... I'm not gonna make it this year,neutral,"['i', 'feel', 'like', 'i', 'not', 'gon', 'na', 'make', 'it', 'this', 'year']"
1960450476,neutral,"Wow, a drive-by done by rappers mad they were kicked out of Spiros? http://bit.ly/Ik6KF",neutral,"['wow', 'a', 'done', 'by', 'rappers', 'mad', 'they', 'were', 'kicked', 'out', 'of', 'spiros', 'http']"
1960450938,sadness,My modem has been offline for a week now... God bless the 3g network. Tim just left... Again!! May schedule has been brutal,sad,"['my', 'modem', 'has', 'been', 'offline', 'for', 'a', 'week', 'now', 'god', 'bless', 'the', 'network', 'tim', 'just', 'left', 'again', 'may', 'schedule', 'has', 'been', 'brutal']"
1960451278,sadness,Wants to go sit in a park but should really be painting the bathroom,sad,"['wants', 'to', 'go', 'sit', 'in', 'a', 'park', 'but', 'should', 'really', 'be', 'painting', 'the', 'bathroom']"
1960451378,sadness,going to funeral today for friend and classmate who died in a car wreck last Friday,sad,"['going', 'to', 'funeral', 'today', 'for', 'friend', 'and', 'classmate', 'who', 'died', 'in', 'a', 'car', 'wreck', 'last', 'friday']"
1960451391,sadness,whenever it rains it's so hard to get motivated,sad,"['whenever', 'it', 'rains', 'it', 'so', 'hard', 'to', 'get', 'motivated']"
1960451739,neutral,Anyone know a good PNG compression tool for OS X? Tried PNGCrush but it just doesnt run,neutral,"['anyone', 'know', 'a', 'good', 'png', 'compression', 'tool', 'for', 'os', 'x', 'tried', 'pngcrush', 'but', 'it', 'just', 'doesnt', 'run']"
1960452919,happiness,@GlasgowGooner Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took @street out LOL,happy,"['glasgowgooner', 'boo', 'well', 'its', 'good', 'fun', 'tho', 'sucks', 'if', 'u', 'cant', 'get', 'cards', 'i', 'finished', 'in', 'last', 'nights', 'tpt', 'i', 'took', 'street', 'out', 'lol']"
1960452956,neutral,Is there a cvs equivalent to &quot;git status&quot;?,neutral,"['is', 'there', 'a', 'cvs', 'equivalent', 'to', 'quot', 'git', 'status', 'quot']"
1960453848,neutral,"@SWFLmoms We went not so long ago. I used to go when I was a little kid. Back then there were TONS of teeth. Now, not so many at all!",neutral,"['swflmoms', 'we', 'went', 'not', 'so', 'long', 'ago', 'i', 'used', 'to', 'go', 'when', 'i', 'was', 'a', 'little', 'kid', 'back', 'then', 'there', 'were', 'tons', 'of', 'teeth', 'now', 'not', 'so', 'many', 'at', 'all']"
1960454225,sadness,I wish yesterday was Friday,sad,"['i', 'wish', 'yesterday', 'was', 'friday']"
1960454526,happiness,"@HansenBanana Kayyy XD Yeah, everyone always talks about the part where the dog dies  I need to find a movie that you haven't seen now XD",happy,"['hansenbanana', 'kayyy', 'xd', 'yeah', 'everyone', 'always', 'talks', 'about', 'the', 'part', 'where', 'the', 'dog', 'dies', 'i', 'need', 'to', 'find', 'a', 'movie', 'that', 'you', 'have', 'seen', 'now', 'xd']"
1960455844,neutral,"@_laertesgirl Ohh of course. She did stop once though, end of Dream. John Woodvine &amp; Zoe Thorne, only ones not signed my programme",neutral,"['ohh', 'of', 'course', 'she', 'did', 'stop', 'once', 'though', 'end', 'of', 'dream', 'john', 'woodvine', 'amp', 'zoe', 'thorne', 'only', 'ones', 'not', 'signed', 'my', 'programme']"
1960455918,sadness,":O Looking through my old stuff and found a record from my old band! Well,a band that I was in for about a month. Ever heard of  ?",sad,"['o', 'looking', 'through', 'my', 'old', 'stuff', 'and', 'found', 'a', 'record', 'from', 'my', 'old', 'band', 'well', 'a', 'band', 'that', 'i', 'was', 'in', 'for', 'about', 'a', 'month', 'ever', 'heard', 'of']"
1960455972,sadness,"going to eat with my aunt soooon, not getting ready just changing.   i hope today is a goood day  idk i miissss himm",sad,"['going', 'to', 'eat', 'with', 'my', 'aunt', 'soooon', 'not', 'getting', 'ready', 'just', 'changing', 'i', 'hope', 'today', 'is', 'a', 'goood', 'day', 'idk', 'i', 'miissss', 'himm']"
1960456079,happiness,Broke my carafe  went to Starbucks for my caffiene fix and the lights go out...just for a sec but are you kidding me..got to laugh. Ha!,happy,"['broke', 'my', 'carafe', 'went', 'to', 'starbucks', 'for', 'my', 'caffiene', 'fix', 'and', 'the', 'lights', 'go', 'out', 'just', 'for', 'a', 'sec', 'but', 'are', 'you', 'kidding', 'me', 'got', 'to', 'laugh', 'ha']"
1960456096,neutral,Me + court =,neutral,"['me', 'court']"
1960457038,neutral,@HockeyGal78 yeah back to work  I get out at 3:30 so it's not that bad,neutral,"['yeah', 'back', 'to', 'work', 'i', 'get', 'out', 'at', 'so', 'it', 'not', 'that', 'bad']"
1960457407,neutral,@EmilyenFrance Oooo look who got a pic!  So much for swimming today,neutral,"['emilyenfrance', 'oooo', 'look', 'who', 'got', 'a', 'pic', 'so', 'much', 'for', 'swimming', 'today']"
1960457645,neutral,"@agrinavich This is late, but I was actually in the spelling bee back in the day. I got eliminated in state finals though.",neutral,"['agrinavich', 'this', 'is', 'late', 'but', 'i', 'was', 'actually', 'in', 'the', 'spelling', 'bee', 'back', 'in', 'the', 'day', 'i', 'got', 'eliminated', 'in', 'state', 'finals', 'though']"
1960457675,neutral,Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,neutral,"['note', 'to', 'self', 'never', 'ever', 'leave', 'the', 'macbook', 'pro', 'on', 'the', 'stupid', 'icurve', 'it', 'fell', 'off']"
1960457865,happiness,@GothLitChic It's too nice to be inside,happy,"['gothlitchic', 'it', 'too', 'nice', 'to', 'be', 'inside']"
1960458164,happiness,"@aligomm wow! How cool is that! or was I guess, I have 18 now  haha get another follower!",happy,"['aligomm', 'wow', 'how', 'cool', 'is', 'that', 'or', 'was', 'i', 'guess', 'i', 'have', 'now', 'haha', 'get', 'another', 'follower']"
1960458328,sadness,@CEO_INTHEMAKING :aw,sad,['aw']
1960458524,sadness,The CD  player in my car is broken.  So much for listening to my Kidz Bop Happy Meal CD.,sad,"['the', 'cd', 'player', 'in', 'my', 'car', 'is', 'broken', 'so', 'much', 'for', 'listening', 'to', 'my', 'kidz', 'bop', 'happy', 'meal', 'cd']"
1960458526,neutral,"gonna be in bed soon as Friday's over soon,   would like to plug in!!",neutral,"['gon', 'na', 'be', 'in', 'bed', 'soon', 'as', 'friday', 'over', 'soon', 'would', 'like', 'to', 'plug', 'in']"
1960458916,neutral,going drinking tonight... drinking away the blues......,neutral,"['going', 'drinking', 'tonight', 'drinking', 'away', 'the', 'blues']"
1960460013,neutral,browsing nd watching barca win da champs league,neutral,"['browsing', 'nd', 'watching', 'barca', 'win', 'da', 'champs', 'league']"
1960460076,neutral,That damn money sign. Ugh.,neutral,"['that', 'damn', 'money', 'sign', 'ugh']"
1960460262,sadness,bored well its not like any one can see this i havent got any friends,sad,"['bored', 'well', 'its', 'not', 'like', 'any', 'one', 'can', 'see', 'this', 'i', 'havent', 'got', 'any', 'friends']"
1960460785,happiness,Vacation over!!!  Looking forward to the next one........,happy,"['vacation', 'over', 'looking', 'forward', 'to', 'the', 'next', 'one']"
1960461027,sadness,(@zachflauaus) Note to self: never ever leave the MacBook Pro on the stupid iCurve. It fell off.,sad,"['zachflauaus', 'note', 'to', 'self', 'never', 'ever', 'leave', 'the', 'macbook', 'pro', 'on', 'the', 'stupid', 'icurve', 'it', 'fell', 'off']"
1960461187,sadness,feels not good at all,sad,"['feels', 'not', 'good', 'at', 'all']"
1960461240,sadness,Last day for seniors bye bff,sad,"['last', 'day', 'for', 'seniors', 'bye', 'bff']"
1960461627,happiness,"Off to work. My last day. Get to walk around and out-process. I am very happy to be one step closer to what I really want to do, but  2.",happy,"['off', 'to', 'work', 'my', 'last', 'day', 'get', 'to', 'walk', 'around', 'and', 'i', 'am', 'very', 'happy', 'to', 'be', 'one', 'step', 'closer', 'to', 'what', 'i', 'really', 'want', 'to', 'do', 'but']"
1960464262,neutral,@DGNY I'm ready homie..actually ima be working,neutral,"['dgny', 'i', 'ready', 'homie', 'actually', 'ima', 'be', 'working']"
1960465264,happiness,@emily859 Glad to hear the weather's nice.  It's rained just about every day for the last five days.  Not fun for exploring,happy,"['glad', 'to', 'hear', 'the', 'weather', 'nice', 'it', 'rained', 'just', 'about', 'every', 'day', 'for', 'the', 'last', 'five', 'days', 'not', 'fun', 'for', 'exploring']"
1960465414,sadness,@HilaryKennedy i would share mine. but i have no hair,sad,"['hilarykennedy', 'i', 'would', 'share', 'mine', 'but', 'i', 'have', 'no', 'hair']"
1960466081,happiness,@Xanthetwirls I only saw urs by chance. Who else would have that name! Think I'll b missing 2nite too.  Thank god for YouTube.,happy,"['xanthetwirls', 'i', 'only', 'saw', 'urs', 'by', 'chance', 'who', 'else', 'would', 'have', 'that', 'name', 'think', 'i', 'b', 'missing', 'too', 'thank', 'god', 'for', 'youtube']"
1960466356,sadness,"W4M: No clever headline, Sorry  (Salt Lake City) 29yr http://tinyurl.com/mpoghc",sad,"['no', 'clever', 'headline', 'sorry', 'salt', 'lake', 'city', 'http']"
1960466946,neutral,@shopbatty  you may have to email the tech support ppl. that's odd.,neutral,"['shopbatty', 'you', 'may', 'have', 'to', 'email', 'the', 'tech', 'support', 'ppl', 'that', 'odd']"
1960467003,sadness,Happy Sammy is going 2 here 2morrow!! But unfortunatly I'm not gone be able 2 go 2 the club he performing @,sad,"['happy', 'sammy', 'is', 'going', 'here', 'but', 'unfortunatly', 'i', 'not', 'gone', 'be', 'able', 'go', 'the', 'club', 'he', 'performing']"
1960467577,sadness,"just woke up, its laura's last full day here  Last night we watched embarrassing home movies",sad,"['just', 'woke', 'up', 'its', 'laura', 'last', 'full', 'day', 'here', 'last', 'night', 'we', 'watched', 'embarrassing', 'home', 'movies']"
1960468415,sadness,"Heading to the gym.  The group of guys that USED to go with me has all quit...well, except for Brandon.   Makes me terribly sad",sad,"['heading', 'to', 'the', 'gym', 'the', 'group', 'of', 'guys', 'that', 'used', 'to', 'go', 'with', 'me', 'has', 'all', 'quit', 'well', 'except', 'for', 'brandon', 'makes', 'me', 'terribly', 'sad']"
1960469335,sadness,Nothing like yoga to clear the mind and make you realize how crappy things really are,sad,"['nothing', 'like', 'yoga', 'to', 'clear', 'the', 'mind', 'and', 'make', 'you', 'realize', 'how', 'crappy', 'things', 'really', 'are']"
1960469737,happiness,chillin at home for the day yippee...wish @youngives was here to keep me company,happy,"['chillin', 'at', 'home', 'for', 'the', 'day', 'yippee', 'wish', 'youngives', 'was', 'here', 'to', 'keep', 'me', 'company']"
1960469995,neutral,my 21month daughter's seperation anxiety is intense. it's killing me. i cant leave her sight without her breaking into an anxiety attack,neutral,"['my', 'daughter', 'seperation', 'anxiety', 'is', 'intense', 'it', 'killing', 'me', 'i', 'cant', 'leave', 'her', 'sight', 'without', 'her', 'breaking', 'into', 'an', 'anxiety', 'attack']"
1960470494,neutral,@officialcharice Hey Charicee! How are u? Are you going to come to Italy again? please tell me yes,neutral,"['officialcharice', 'hey', 'charicee', 'how', 'are', 'u', 'are', 'you', 'going', 'to', 'come', 'to', 'italy', 'again', 'please', 'tell', 'me', 'yes']"
1960471056,sadness,GAWD!. If only that dream actually happened last night....,sad,"['gawd', 'if', 'only', 'that', 'dream', 'actually', 'happened', 'last', 'night']"
1960471338,neutral,@TheCavalry I'm at work,neutral,"['thecavalry', 'i', 'at', 'work']"
1960471934,sadness,last day working for Tend,sad,"['last', 'day', 'working', 'for', 'tend']"
1960472012,sadness,"my ipod came back to me after visits to cali, china, and alaska...but its at home and im @ work...",sad,"['my', 'ipod', 'came', 'back', 'to', 'me', 'after', 'visits', 'to', 'cali', 'china', 'and', 'alaska', 'but', 'its', 'at', 'home', 'and', 'im', 'work']"
1960472058,sadness,is *ugh* what a miserable looking day. 54 degrees. Where did summer go?,sad,"['is', 'ugh', 'what', 'a', 'miserable', 'looking', 'day', 'degrees', 'where', 'did', 'summer', 'go']"
1960472282,sadness,spent all morning watching Eddie Izzard's Glorious! SO funny... realli shud hav studied thou...,sad,"['spent', 'all', 'morning', 'watching', 'eddie', 'izzard', 'glorious', 'so', 'funny', 'realli', 'shud', 'hav', 'studied', 'thou']"
1960472893,sadness,gutted!!! vodafone wont repair my faulty Samsung Omnia due to non existent water damage  grrrrr,sad,"['gutted', 'vodafone', 'wont', 'repair', 'my', 'faulty', 'samsung', 'omnia', 'due', 'to', 'non', 'existent', 'water', 'damage', 'grrrrr']"
1960473317,sadness,Just started raining in earnest... guess golf is off for today...,sad,"['just', 'started', 'raining', 'in', 'earnest', 'guess', 'golf', 'is', 'off', 'for', 'today']"
1960473858,neutral,"I woke up with a sore throat  Work tonight. Grad practice in the morning, hanging with family, then GRADUATING FROM HIGH SCHOOL",neutral,"['i', 'woke', 'up', 'with', 'a', 'sore', 'throat', 'work', 'tonight', 'grad', 'practice', 'in', 'the', 'morning', 'hanging', 'with', 'family', 'then', 'graduating', 'from', 'high', 'school']"
1960474044,neutral,"It's Friday, it's payday...oh yeah, as a state employee I had 1/2 of 1 percent of my annual salary deducted from my paycheck",neutral,"['it', 'friday', 'it', 'payday', 'oh', 'yeah', 'as', 'a', 'state', 'employee', 'i', 'had', 'of', 'percent', 'of', 'my', 'annual', 'salary', 'deducted', 'from', 'my', 'paycheck']"
1960489538,neutral,@katismonster OMG are u still naked 1313 XDD omg i miss you so muuch,neutral,"['katismonster', 'omg', 'are', 'u', 'still', 'naked', 'xdd', 'omg', 'i', 'miss', 'you', 'so', 'muuch']"
1960489702,sadness,"pff, Life sucks sometimes!",sad,"['pff', 'life', 'sucks', 'sometimes']"
1960489887,sadness,http://tinyurl.com/nqudrt - Hurt my finger at work,sad,"['http', 'hurt', 'my', 'finger', 'at', 'work']"
1960489963,neutral,@crazycori713 I don't think I'm going camping,neutral,"['i', 'do', 'think', 'i', 'going', 'camping']"
1960489986,neutral,"Currently 52ï¿½ in Msla, not a cloud in the sky, no humidity, gonna get into the 80s today, and I'm...working.",neutral,"['currently', 'in', 'msla', 'not', 'a', 'cloud', 'in', 'the', 'sky', 'no', 'humidity', 'gon', 'na', 'get', 'into', 'the', 'today', 'and', 'i', 'working']"
1960491756,sadness,"http://twitpic.com/61ov1 - @martinhiggins  i ahte stress, its supposed to be friday! it makes me wanna cry",sad,"['http', 'martinhiggins', 'i', 'ahte', 'stress', 'its', 'supposed', 'to', 'be', 'friday', 'it', 'makes', 'me', 'wan', 'na', 'cry']"
1960491812,neutral,"Oh, great.  I suppose it was inevitable I'd get spammed on Twitter, too.",neutral,"['oh', 'great', 'i', 'suppose', 'it', 'was', 'inevitable', 'i', 'get', 'spammed', 'on', 'twitter', 'too']"
1960492581,sadness,@lilabiem awww  don't do this to meee haha now you're gonna make me saddd,sad,"['lilabiem', 'awww', 'do', 'do', 'this', 'to', 'meee', 'haha', 'now', 'you', 'gon', 'na', 'make', 'me', 'saddd']"
1960493502,neutral,American trade journalists ask PRs 'how are you' almost 100% of the time; UK journalists? Erm...not so much   How come?,neutral,"['american', 'trade', 'journalists', 'ask', 'prs', 'are', 'you', 'almost', 'of', 'the', 'time', 'uk', 'journalists', 'erm', 'not', 'so', 'much', 'how', 'come']"
1960494527,neutral,"@mrpandora I got a headache because of all the hard work today, still not ready, with a #Heineken trying to finished up",neutral,"['mrpandora', 'i', 'got', 'a', 'headache', 'because', 'of', 'all', 'the', 'hard', 'work', 'today', 'still', 'not', 'ready', 'with', 'a', 'heineken', 'trying', 'to', 'finished', 'up']"
1960494819,neutral,@_NewAmerykah_ im alllllllllllllllllllllllllllll about that... a nigga woke up late... didnt get my breakfast (wakenbake),neutral,"['im', 'alllllllllllllllllllllllllllll', 'about', 'that', 'a', 'nigga', 'woke', 'up', 'late', 'didnt', 'get', 'my', 'breakfast', 'wakenbake']"
1960495571,neutral,@Chilosa09 Have fun tomorrow night. I think it will be more fun at a bar than art gallery. Wish I could be there,neutral,"['have', 'fun', 'tomorrow', 'night', 'i', 'think', 'it', 'will', 'be', 'more', 'fun', 'at', 'a', 'bar', 'than', 'art', 'gallery', 'wish', 'i', 'could', 'be', 'there']"
1960495622,sadness,You know that 'rule' that says always point the knife away from you? Just  learned my lesson on that one! Straight through my finger!,sad,"['you', 'know', 'that', 'that', 'says', 'always', 'point', 'the', 'knife', 'away', 'from', 'you', 'just', 'learned', 'my', 'lesson', 'on', 'that', 'one', 'straight', 'through', 'my', 'finger']"
1960495890,sadness,I think my cheap sunglasses are falling apart. Oh well,sad,"['i', 'think', 'my', 'cheap', 'sunglasses', 'are', 'falling', 'apart', 'oh', 'well']"
1960496851,sadness,getting bored of walking up and down the stairs,sad,"['getting', 'bored', 'of', 'walking', 'up', 'and', 'down', 'the', 'stairs']"
1960497327,neutral,@CrAppleton for sure....I still got 2 hrs till I will be home at the fridge  but then BEER BEER BEER lol,neutral,"['crappleton', 'for', 'sure', 'i', 'still', 'got', 'hrs', 'till', 'i', 'will', 'be', 'home', 'at', 'the', 'fridge', 'but', 'then', 'beer', 'beer', 'beer', 'lol']"
1960497607,sadness,@Juicytots you getting a ton of spam mail into your inbox?? I am too.... driving me insane!!,sad,"['juicytots', 'you', 'getting', 'a', 'ton', 'of', 'spam', 'mail', 'into', 'your', 'inbox', 'i', 'am', 'too', 'driving', 'me', 'insane']"
1960497619,sadness,"I'm officially on holiday! A week in Center Parcs, no internets  bye my peeps, see you when I return...",sad,"['i', 'officially', 'on', 'holiday', 'a', 'week', 'in', 'center', 'parcs', 'no', 'internets', 'bye', 'my', 'peeps', 'see', 'you', 'when', 'i', 'return']"
1960497718,sadness,@ozzblair  hugs for the bad day you're having?,sad,"['ozzblair', 'hugs', 'for', 'the', 'bad', 'day', 'you', 'having']"
1960497916,neutral,i should be &quot;bus stalking&quot; right now..i soo wish i were still meeting @jordanknight today,neutral,"['i', 'should', 'be', 'quot', 'bus', 'stalking', 'quot', 'right', 'now', 'i', 'soo', 'wish', 'i', 'were', 'still', 'meeting', 'jordanknight', 'today']"
1960497975,neutral,I CAME BACK THERE WAS A CAT OUT THERE,neutral,"['i', 'came', 'back', 'there', 'was', 'a', 'cat', 'out', 'there']"
1960498065,neutral,On the way home.,neutral,"['on', 'the', 'way', 'home']"
1960498118,neutral,@aristocat123 I should get out more often!,neutral,"['i', 'should', 'get', 'out', 'more', 'often']"
1960498584,sadness,"NO! Keyboard Cat is/has been dead for YEARS! Play yourself off, Keyboard Cat.",sad,"['no', 'keyboard', 'cat', 'been', 'dead', 'for', 'years', 'play', 'yourself', 'off', 'keyboard', 'cat']"
1960498619,neutral,@unloveablesteve Morrissey cancelled on me,neutral,"['unloveablesteve', 'morrissey', 'cancelled', 'on', 'me']"
1960499080,sadness,I'm feeling very alone at the moment   Mh..I'm going to leave now.,sad,"['i', 'feeling', 'very', 'alone', 'at', 'the', 'moment', 'mh', 'i', 'going', 'to', 'leave', 'now']"
1960499527,neutral,Woke up and watched Jon and Kate plus eight. I tried to pretend like they were still a normail family,neutral,"['woke', 'up', 'and', 'watched', 'jon', 'and', 'kate', 'plus', 'eight', 'i', 'tried', 'to', 'pretend', 'like', 'they', 'were', 'still', 'a', 'normail', 'family']"
1960499554,neutral,We'll watch &amp; wait &amp; tomorrow I can take anyone who needs to the dr w/o having to take everyone else....N's cheeks &amp; ears red as my hair,neutral,"['we', 'watch', 'amp', 'wait', 'amp', 'tomorrow', 'i', 'can', 'take', 'anyone', 'who', 'needs', 'to', 'the', 'dr', 'having', 'to', 'take', 'everyone', 'else', 'n', 'cheeks', 'amp', 'ears', 'red', 'as', 'my', 'hair']"
1960499876,sadness,im gonna fail this test miserably in history,sad,"['im', 'gon', 'na', 'fail', 'this', 'test', 'miserably', 'in', 'history']"
1960500018,sadness,Back to reality... boo,sad,"['back', 'to', 'reality', 'boo']"
1960502245,happiness,@kiitzyy I think so hahah geez lady 3 hours ago?? Go to bed!! Lack of sleep is bad for your skin!,happy,"['kiitzyy', 'i', 'think', 'so', 'hahah', 'geez', 'lady', 'hours', 'ago', 'go', 'to', 'bed', 'lack', 'of', 'sleep', 'is', 'bad', 'for', 'your', 'skin']"
1960502400,sadness,#asylm yay registered but lost all my friends,sad,"['asylm', 'yay', 'registered', 'but', 'lost', 'all', 'my', 'friends']"
1960503471,sadness,good news: my flat is great at regulating temps. in the heat. bad news: its sodding lovely outside and i'm working!,sad,"['good', 'news', 'my', 'flat', 'is', 'great', 'at', 'regulating', 'temps', 'in', 'the', 'heat', 'bad', 'news', 'its', 'sodding', 'lovely', 'outside', 'and', 'i', 'working']"
1960503891,sadness,All the people I talk to are GONE,sad,"['all', 'the', 'people', 'i', 'talk', 'to', 'are', 'gone']"
1960505251,neutral,The CIA said &quot;the grass is always greener on the other side&quot; alongside overconfident January!,neutral,"['the', 'cia', 'said', 'quot', 'the', 'grass', 'is', 'always', 'greener', 'on', 'the', 'other', 'side', 'quot', 'alongside', 'overconfident', 'january']"
1960506100,sadness,@1outside a jo; tak nic no,sad,"['a', 'jo', 'tak', 'nic', 'no']"
1960506460,sadness,@woodywoodford unfortunately I didn't leave the house in time,sad,"['woodywoodford', 'unfortunately', 'i', 'did', 'leave', 'the', 'house', 'in', 'time']"
1960506737,sadness,"Overslept. While the extra sleep was nice, it does play havoc with the days to-do list.",sad,"['overslept', 'while', 'the', 'extra', 'sleep', 'was', 'nice', 'it', 'does', 'play', 'havoc', 'with', 'the', 'days', 'list']"
1960507341,sadness,Getting my phone taken away,sad,"['getting', 'my', 'phone', 'taken', 'away']"
1960507478,neutral,@chaselisbon we tried to DM you but your not following us,neutral,"['chaselisbon', 'we', 'tried', 'to', 'dm', 'you', 'but', 'your', 'not', 'following', 'us']"
1960508158,neutral,deck building buddy missing in action,neutral,"['deck', 'building', 'buddy', 'missing', 'in', 'action']"
1960508857,sadness,My cat has been missing for 2 days. I am freaking out.,sad,"['my', 'cat', 'has', 'been', 'missing', 'for', 'days', 'i', 'am', 'freaking', 'out']"
1960509951,sadness,all my worms either escaped or died  bums!,sad,"['all', 'my', 'worms', 'either', 'escaped', 'or', 'died', 'bums']"
1960509995,sadness,Dam only 5 votes  not gonna win anything now,sad,"['dam', 'only', 'votes', 'not', 'gon', 'na', 'win', 'anything', 'now']"
1960512103,sadness,I'm sick!  it sucks! IM me! ohbabayy33,sad,"['i', 'sick', 'it', 'sucks', 'im', 'me']"
1960512836,sadness,Just Finished My English Final...Just One Step Closer To The End.,sad,"['just', 'finished', 'my', 'english', 'final', 'just', 'one', 'step', 'closer', 'to', 'the', 'end']"
1960513269,neutral,Today is going to be a long day.,neutral,"['today', 'is', 'going', 'to', 'be', 'a', 'long', 'day']"
1960513664,neutral,@mimisaurusrex i know... I don't want to be left in our home by myself during the weekend...,neutral,"['mimisaurusrex', 'i', 'know', 'i', 'do', 'want', 'to', 'be', 'left', 'in', 'our', 'home', 'by', 'myself', 'during', 'the', 'weekend']"
1960514513,sadness,"My leg broke, now I am waiting untile i can go again",sad,"['my', 'leg', 'broke', 'now', 'i', 'am', 'waiting', 'untile', 'i', 'can', 'go', 'again']"
1960514884,sadness,@forgetmaine there's a 9 year waiting list to get an appointment.,sad,"['forgetmaine', 'there', 'a', 'year', 'waiting', 'list', 'to', 'get', 'an', 'appointment']"
1960515732,neutral,Lexy add me here..... I can't locate your handle for whatever reason,neutral,"['lexy', 'add', 'me', 'here', 'i', 'ca', 'locate', 'your', 'handle', 'for', 'whatever', 'reason']"
1960515884,happiness,"The weather is SO nice! And there were so many hot guys in town, I felt like a kid in a candy store. Except all the candies are straight",happy,"['the', 'weather', 'is', 'so', 'nice', 'and', 'there', 'were', 'so', 'many', 'hot', 'guys', 'in', 'town', 'i', 'felt', 'like', 'a', 'kid', 'in', 'a', 'candy', 'store', 'except', 'all', 'the', 'candies', 'are', 'straight']"
1960516511,sadness,Bummer... I missed Taylor Swift on the Today show!  Those were my only plans for the day!!!,sad,"['bummer', 'i', 'missed', 'taylor', 'swift', 'on', 'the', 'today', 'show', 'those', 'were', 'my', 'only', 'plans', 'for', 'the', 'day']"
1960516913,neutral,finally got home. ohhh my aching feet!  but am happy to finally watch the giro!!!,neutral,"['finally', 'got', 'home', 'ohhh', 'my', 'aching', 'feet', 'but', 'am', 'happy', 'to', 'finally', 'watch', 'the', 'giro']"
1960517013,sadness,should not have waled past the Quad! I want to be outside having fun.,sad,"['should', 'not', 'have', 'waled', 'past', 'the', 'quad', 'i', 'want', 'to', 'be', 'outside', 'having', 'fun']"
1960517670,happiness,"@putitonmyvisa haha nice! I heard it's a sweet hotel. On another note, not a good game last night",happy,"['putitonmyvisa', 'haha', 'nice', 'i', 'heard', 'it', 'a', 'sweet', 'hotel', 'on', 'another', 'note', 'not', 'a', 'good', 'game', 'last', 'night']"
1960517766,happiness,"My storm is acting up  ....Excited for the discussion session regarding Social Media. Scott Lake, CEO of ThinkSM, will be attending.",happy,"['my', 'storm', 'is', 'acting', 'up', 'excited', 'for', 'the', 'discussion', 'session', 'regarding', 'social', 'media', 'scott', 'lake', 'ceo', 'of', 'thinksm', 'will', 'be', 'attending']"
1960518377,happiness,@peterfacinelli You didn't answer my riddle  Party pooper lol. Jokes Joyce  it was a good one tho haha. Hav a gr8 weekend!,happy,"['peterfacinelli', 'you', 'did', 'answer', 'my', 'riddle', 'party', 'pooper', 'lol', 'jokes', 'joyce', 'it', 'was', 'a', 'good', 'one', 'tho', 'haha', 'hav', 'a', 'weekend']"
1960520265,sadness,@HBSExecEd that was the class I was keen on. Guess I have to wait for next summer. bummer.,sad,"['hbsexeced', 'that', 'was', 'the', 'class', 'i', 'was', 'keen', 'on', 'guess', 'i', 'have', 'to', 'wait', 'for', 'next', 'summer', 'bummer']"
1960521519,sadness,"@Visadharah I'm still at Disney (just trained at Soarin), Rose is the same, we applied for an apartment last night, and Eric lost his job",sad,"['visadharah', 'i', 'still', 'at', 'disney', 'just', 'trained', 'at', 'soarin', 'rose', 'is', 'the', 'same', 'we', 'applied', 'for', 'an', 'apartment', 'last', 'night', 'and', 'eric', 'lost', 'his', 'job']"
